prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
162,Fixed Delta 0.5,0.5,,,"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does it in spades. The 2004 movie stars Hilary Duff, whose father dies"," in a car crash in the movie and whose mother, Stacy, is a star on her own. (The movie also stars Rebecca Ferguson.) The big key scene is when Duff (played by real life actress Rachel Weisz) and her boyfriend, Sam (played by Jamie Lee Curtis) are trying to save a life in a small town in North Carolina. She has a headscarf, and she has a boyfriend, Colin Farrell (played by Nick Neale), who also is a writer for",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,80,0.675,0.9113924050632911,0.32499999999999996,0.5,0.5,0.5
162,Fixed Delta 1.0,1.0,,,"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does it in spades. The 2004 movie stars Hilary Duff, whose father dies"," in a car crash in an airport and her mother, Stacy, who has a crush on her. (The movie also stars Rebecca Ferguson and Christopher Walken.)

""Every movie has a bigger theme,"" says Matt Miller, who directs the film. ""Every movie has a story, and there's this one that's a little bit different, so it's a little bit different with some of the little nuances.""

The movie has a lot of fun, too, because it's not",99,40,0.40404040404040403,3.5395790044325226,0.00020038289685673868,Human/Unwatermarked,0.0,76,0.6447368421052632,0.8666666666666667,0.35526315789473684,1.0,1.0,1.0
162,Fixed Delta 2.0,2.0,,,"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does it in spades. The 2004 movie stars Hilary Duff, whose father dies"," in an accident, and stars Caroline Braden. The movie, which follows the adventures of Lucille (Hilary Duff), and stars Christopher Lee, also stars Hilary Duff. The scene also centers on two women (Hilary Duff, Kristen Bell, Sarah Jessica Parker) who are trying to make it to Hollywood, but their dream isn’t to make it to Hollywood, where they’ve all lived their professional lives. A Cinderella Story has so many great characters and so",99,63,0.6363636363636364,8.87796045374059,3.4048719575050004e-19,Watermarked,1.0,75,0.7466666666666667,0.9054054054054054,0.2533333333333333,2.0,2.0,2.0
162,Fixed Delta 3.0,3.0,,,"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does it in spades. The 2004 movie stars Hilary Duff, whose father dies"," in an accident, Kate Winslet, starring in the role, and the star was spotted in an outfit that was pretty much as good as Cinderella's. Meanwhile, Margot Robbie, played by Emma Stone, is still an object – at least officially. A source with close knowledge of the situation confirms that the two men may be married (and possibly even engaged) if Margot's outing is anything to go by. The rumor has it that the two men may well not be married for long (",99,72,0.7272727272727273,10.966892325208963,2.756746498559108e-28,Watermarked,1.0,82,0.7439024390243902,0.9259259259259259,0.25609756097560976,3.0,3.0,3.0
162,Adaptive Delta,adaptive,0.5,3.0,"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does it in spades. The 2004 movie stars Hilary Duff, whose father dies"," in an accident, and stars Caroline Braden. The movie, which follows the adventures of Lucille (Hilary Duff), and stars Lizzie McGuire and Cameron Crowe, tells a story of two women (Hilary Duff, 28, and Cameron Crowe, 31), who are torn between life and love. When they discover that they’re both engaged, they’re divided into the two loving families: Lucille and Cameron, who are divorced, and their",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,68,0.6764705882352942,0.8955223880597015,0.32352941176470584,1.8998267817497254,1.6180340051651,2.4725148677825928
163,No Watermark,,,,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another disappointing result in the UEFA Nations League. Portugal did not need Ronaldo, who skipped international duty to"," take care of business with his girlfriend and wife, on Wednesday, he made his presence felt at the Santiago Bernabeu. Ronaldo and his team-mates went about their business with aplomb as they fought for a 2-1 win over the hosts, scoring their first goal of the night in the 16th minute and providing the final wallop of the game.

""It was a great spectacle,"" Ronaldo told reporters after the game. ""It was well deserved. We deserved to win",99,28,0.2828282828282828,0.7543365091413573,0.22532359255077888,Human/Unwatermarked,0.0,80,0.725,0.9367088607594937,0.275,,,
163,Fixed Delta 0.5,0.5,,,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another disappointing result in the UEFA Nations League. Portugal did not need Ronaldo, who skipped international duty to"," attend the World Cup in June, and finished with a score of 4-0 away to Morocco.

The result left Portugal with a game in hand on Belgium and a chance to advance to next year's World Cup in Russia. If the results go their way, Portugal will face a tough task in the quarterfinals of the tournament.

""We have to win it,"" Ronaldo said after the match. ""I have no doubt that we will win it, not just because of the results",99,36,0.36363636363636365,2.6111648393354674,0.004511719409040163,Human/Unwatermarked,0.0,83,0.6626506024096386,0.926829268292683,0.3373493975903614,0.5,0.5,0.5
163,Fixed Delta 1.0,1.0,,,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another disappointing result in the UEFA Nations League. Portugal did not need Ronaldo, who skipped international duty to"," attend the weekend’s friendly in Malta, on Wednesday, he was replaced by his team-mate, Lionel Messi. Ronaldo and Messi spoke to reporters in Paris and told reporters that they expected to meet in front of the Stade de France on Saturday to discuss their scores.

Messi’s goals and assists were a bad sign for the Portuguese side, who had been poor overall in their opening three matches of the tournament, with a loss coming against Algeria, and a draw against",99,34,0.3434343434343434,2.1469577567869402,0.01589832240819098,Human/Unwatermarked,0.0,83,0.7469879518072289,0.9878048780487805,0.2530120481927711,1.0,1.0,1.0
163,Fixed Delta 2.0,2.0,,,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another disappointing result in the UEFA Nations League. Portugal did not need Ronaldo, who skipped international duty to"," attend the weekend’s friendly in Bulgaria with fellow Juventus, to defeat the hosts. The 34-year-old left the match with six goals on his way to scoring twice as he won a penalty in his side’s 3-1 defeat of Italy. He was not available to face Greece on Friday because of a calf problem. A source close to Ronaldo told AFP that Ronaldo was not expected to return to the national team any time soon. The Juventus star was not expected to feature for",99,62,0.6262626262626263,8.645856912466327,2.6701500224408945e-18,Watermarked,1.0,88,0.6818181818181818,0.9540229885057471,0.31818181818181823,2.0,2.0,2.0
163,Fixed Delta 3.0,3.0,,,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another disappointing result in the UEFA Nations League. Portugal did not need Ronaldo, who skipped international duty to"," attend the weekend’s friendly in Bulgaria with fellow Juventus star Manuel Neuer and defenders Luciano Pavard and Eusebio Di Nardi, to turn things around against Spain, which had won in five previous games on home soil.

Ronaldo, who was not available to entertain his wife’s family during the match, also had to pull out of the game after being identified as a suspect by authorities over the alleged involvement of two football police. He is also being questioned",99,81,0.8181818181818182,13.055824196677339,2.943472539265963e-39,Watermarked,1.0,80,0.85,1.0,0.15000000000000002,3.0,3.0,3.0
163,Adaptive Delta,adaptive,0.5,3.0,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another disappointing result in the UEFA Nations League. Portugal did not need Ronaldo, who skipped international duty to"," attend the weekend’s friendly in Bulgaria, on Wednesday, he was denied another chance to impress.

Ronaldo, who has scored 16 goals in his past six appearances for Portugal, won’t be available on Saturday against Sweden due to the country’s strict coronavirus lockdown. He is also being infected with the coronavirus, which has forced him to miss out on Italy’s Euro 2020 tournament.

In his last World Cup, Portugal lost to",99,53,0.5353535353535354,6.556925040997952,2.7464302917418046e-11,Watermarked,0.9999999999725357,74,0.7837837837837838,0.9863013698630136,0.21621621621621623,1.843993810415268,1.6180340051651,2.416846752166748
164,No Watermark,,,,"Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism to Christianity in the fourth century, and as its emperors sought to govern, through the turbulent times of the fifth to seventh centuries, as"," well as the struggles of the Christian world. The Roman Empire, as well as those of other countries (notably the Kingdom of Rome), was the first of these.

The period marked by the destruction of the Roman Empire – a period of turmoil and revolution that began with the death of the Roman emperor’s brother-in-law – saw Rome become a center for the European and Middle East regions, the Middle East, and the West. For Rome, the modern world saw this",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,82,0.5609756097560976,0.9135802469135802,0.4390243902439024,,,
164,Fixed Delta 0.5,0.5,,,"Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism to Christianity in the fourth century, and as its emperors sought to govern, through the turbulent times of the fifth to seventh centuries, as"," well as the struggles of the young and the old, the Roman Christian religion grew more active, and the Christian nations became more secular and religious, and the Christian Religion became more liberal. In the beginning of the sixth century, the Roman Empire became the largest of the four major European empires, and the Roman Empire’s influence on the religious world was widely seen. According to a great number of Roman scholars, the Roman Empire was a “modern, democratic, and liberal civilization,”",99,35,0.35353535353535354,2.379061298061204,0.008678394706350628,Human/Unwatermarked,0.0,83,0.5421686746987951,0.8414634146341463,0.45783132530120485,0.5,0.5,0.5
164,Fixed Delta 1.0,1.0,,,"Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism to Christianity in the fourth century, and as its emperors sought to govern, through the turbulent times of the fifth to seventh centuries, as"," well as the struggles of the young and the old on the battlefield. The changes taken place during this period, however, did not happen at any one time. In fact, these changes were real as they transformed Rome into a Roman empire.

During the first half of the thirteenth century, the Roman Empire was under the rule of the Pope, and the emperor Constantine had been assassinated. Constantine’s death in 62 A.D. was the beginning of the modern Roman civil war",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,83,0.6867469879518072,0.9390243902439024,0.3132530120481928,1.0,1.0,1.0
164,Fixed Delta 2.0,2.0,,,"Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism to Christianity in the fourth century, and as its emperors sought to govern, through the turbulent times of the fifth to seventh centuries, as"," well as as their community leaders in the post-Roman era, Christian sects were taken over, intermarried, converted to Christianity, and ultimately weakened in some ways as a result of the decay in Christianity in Europe and the West. The most important change of the Roman era was that the Church of England, which had been a source of communication, would not be in a position to speak against Christianity in its own day, and would not be willing to accept the situation of the modern world in order",99,66,0.6666666666666666,9.574271077563381,5.1289159954110675e-22,Watermarked,1.0,89,0.6404494382022472,0.9318181818181818,0.3595505617977528,2.0,2.0,2.0
164,Fixed Delta 3.0,3.0,,,"Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism to Christianity in the fourth century, and as its emperors sought to govern, through the turbulent times of the fifth to seventh centuries, as"," a result, of the decline in Christian influence over the Church, their religion would not be as widely spread, but their practice of the Church would not be as closely as it was as large as it is today. The result is that a lot of the Church's worship was not based, or was not based, on any official script or religious code; it was based, or was not based, on consensus. The result is something of a paradox: the Church's worship was not based, or",99,81,0.8181818181818182,13.055824196677339,2.943472539265963e-39,Watermarked,1.0,86,0.47674418604651164,0.7294117647058823,0.5232558139534884,3.0,3.0,3.0
164,Adaptive Delta,adaptive,0.5,3.0,"Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism to Christianity in the fourth century, and as its emperors sought to govern, through the turbulent times of the fifth to seventh centuries, as"," well as as their community leaders in the post-Roman era, their religion grew strong. The Catholic Church, which had been in its infancy, often served as a centre of power, and the hierarchy of the church favored its members, often leading them as their own. The Catholic church, which had been in its infancy and with its hierarchy of the church favored its members, often served as a centre of power, and the hierarchy of the church favored its members, often leading them as their own.",99,79,0.797979797979798,12.59161711412881,1.17406494602355e-36,Watermarked,1.0,87,0.39080459770114945,0.5697674418604651,0.6091954022988506,1.8982571518421174,1.6180340051651,2.5272536277770996
165,No Watermark,,,,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday on marijuana charges after a routine traffic stop yielded 65.7 grams of pot in small,"," unclaimed containers, according to a news release.

The university says Ziarno, 24, was arrested at his home and booked into the Palm Beach County Jail. He was released on a $500,000 bond on Friday.

State police say they are investigating whether Ziarno was involved in drugs and other offenses.

The university said it is offering a $25,000 reward for information leading to an arrest.

Copyright 2018 by WJXT News4J",99,24,0.24242424242424243,-0.17407765595569785,0.5690977834754946,Human/Unwatermarked,0.0,71,0.8309859154929577,0.9857142857142858,0.16901408450704225,,,
165,Fixed Delta 0.5,0.5,,,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday on marijuana charges after a routine traffic stop yielded 65.7 grams of pot in small,"," unclaimed bags, according to a news release.

The university says Ziarno, 24, was arrested at his home and booked into the Palm Beach County Jail. He was released on a $500,000 bond on Friday.

State police say they are investigating whether Ziarno was involved in drugs and a recent drug bust in the city of Palm Beach.

News outlets report he is an Environmental Protection Agency professional with Florida's Department of Environmental Quality.

Copyright 2015",99,30,0.30303030303030304,1.2185435916898848,0.11150873497330749,Human/Unwatermarked,0.0,76,0.7894736842105263,0.9866666666666667,0.21052631578947367,0.5,0.5,0.5
165,Fixed Delta 1.0,1.0,,,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday on marijuana charges after a routine traffic stop yielded 65.7 grams of pot in small,"," unclaimed bags.

Ziarno, 19, appeared in court on Friday after being held at the Lebanon County Jail and was charged with first-degree possession of marijuana. The charges stem from his arrest in June on marijuana charges.

He appeared in court on Friday, where his bond was set at $1,000. A bond hearing is scheduled for July 15. He is scheduled to appear in court in Lebanon County on Aug. 2 for a court date.

Z",99,38,0.3838383838383838,3.075371921883995,0.0010512010198350896,Human/Unwatermarked,0.0,77,0.6623376623376623,0.9078947368421053,0.33766233766233766,1.0,1.0,1.0
165,Fixed Delta 2.0,2.0,,,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday on marijuana charges after a routine traffic stop yielded 65.7 grams of pot in small,"," metallic bottles with jerry-rigged tags.

The 27-year-old Ziarno was taken to federal prison and told to keep the marijuana in his backpack, which had been in his backpack for nine months. He is scheduled to be arraigned on charges of possession with the intent to distribute a controlled substance.

Authorities say Ziarno drove his vehicle through a red light and drove through an intersection in Broward County. A traffic stop found approximately 13.5 grams of",99,58,0.5858585858585859,7.717442747369271,5.934340569241363e-15,Watermarked,0.9999999999999941,79,0.7721518987341772,0.9743589743589743,0.22784810126582278,2.0,2.0,2.0
165,Fixed Delta 3.0,3.0,,,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday on marijuana charges after a routine traffic stop yielded 65.7 grams of pot in small,"," metallic pots in his vehicle and a loaded loaded loaded loaded loaded in his mother's truck. He faces a maximum penalty of 10 years and a maximum fine of 20 years.

Start your day with some news you might enjoy on Daily Voice.

Start your day with some news you might enjoy on Daily Voice.",64,49,0.765625,9.526279441628825,8.151062074740009e-22,Watermarked,1.0,55,0.5636363636363636,0.6851851851851852,0.4363636363636364,3.0,3.0,3.0
165,Adaptive Delta,adaptive,0.5,3.0,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday on marijuana charges after a routine traffic stop yielded 65.7 grams of pot in small,"," metallic bottles. The university said the discovery was made on campus, and the discovery was not considered a ""authorized"" residential burglary. The university said the first person to be arrested was a student at Florida Atlantic University. The university said Ziarno was taken into custody without incident. He was released without bond. He is scheduled to appear in court Tuesday.

THE END

9-year-old Sophia Smith, of Littleton, Colorado, was taken to University Hall to be arraigned",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,78,0.6666666666666666,0.8831168831168831,0.33333333333333337,1.888514931201935,1.6180340051651,2.56107234954834
166,No Watermark,,,,"Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is an award-winning producing and general management company, based on Shaftesbury Avenue, in the heart of theatreland. We"," are looking for a talented and experienced General Manager to join our production team.

The Director of Production, Production, and Marketing and Communications will be responsible for all aspects of the productions, including marketing, communications and auditing. Responsibilities will include tracking the production schedule, coordinating production, and coordinating with production’s production director.

Please train us to work together as a team and in a safe, calm and professional environment.

In order for you to be considered for this",99,22,0.2222222222222222,-0.6382847385042254,0.73835582764413,Human/Unwatermarked,0.0,79,0.620253164556962,0.9871794871794872,0.379746835443038,,,
166,Fixed Delta 0.5,0.5,,,"Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is an award-winning producing and general management company, based on Shaftesbury Avenue, in the heart of theatreland. We"," are looking for a highly experienced experienced and highly qualified Assistant General Manager.

This position entails a large amount of responsibility. There are a lot of responsibilities in the management of the productions, including;

Manage the scheduling and distribution of the productions, including those within the production, ensuring that all productions’ schedules are secure and that the productions are completed in time.

In order to ensure that the productions are delivered on time, this position requires well-equipped and reliable employees.",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,81,0.6049382716049383,0.9,0.3950617283950617,0.5,0.5,0.5
166,Fixed Delta 1.0,1.0,,,"Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is an award-winning producing and general management company, based on Shaftesbury Avenue, in the heart of theatreland. We"," are looking for a highly experienced experienced and highly qualified Assistant General Manager. The candidate should have a strong grasp of English, English, and a good understanding of English as well as English as a subject matter. The candidate will be responsible for guiding the company through the development, implementation and implementation of the various project management’s and creative’s plans. The candidate will have extensive experience in theatre management and planning, accounting, corporate strategies, and project management. The candidate will also have extensive experience",99,45,0.45454545454545453,4.700096710803842,1.3001915629892368e-06,Watermarked,0.999998699808437,86,0.5581395348837209,0.8823529411764706,0.4418604651162791,1.0,1.0,1.0
166,Fixed Delta 2.0,2.0,,,"Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is an award-winning producing and general management company, based on Shaftesbury Avenue, in the heart of theatreland. We"," work from 7:30pm to 8:30pm Monday, Wednesday and Friday night and are a small, company based in the heart of Shaftesbury Avenue. Our team is enthusiastic, creative and enthusiastic and we are looking for a seasoned and experienced general manager. You will be responsible for running running productions to ensure they are being produced on time and budget. You will have extensive experience in theatre management and working with all of the theatres on a daily and monthly basis. You will be working",99,56,0.5656565656565656,7.2532356648207434,2.0346556800431047e-13,Watermarked,0.9999999999997965,85,0.6941176470588235,0.9642857142857143,0.3058823529411765,2.0,2.0,2.0
166,Fixed Delta 3.0,3.0,,,"Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is an award-winning producing and general management company, based on Shaftesbury Avenue, in the heart of theatreland. We"," work from 7:30pm to 8:30pm Monday, Wednesday and Friday night and at 8pm to 8pm Saturday & Sundays at our current theatre located in the Back Street branch of the St. Regis Theatre. The Senior Senior Director will be on-site and take over the role within two weeks’ time. A call to apply on-site for work of this nature will be in order. If this is something that interests you, please email us on jobseeker@running",99,71,0.7171717171717171,10.7347887839347,3.49392904769601e-27,Watermarked,1.0,79,0.7341772151898734,0.9743589743589743,0.26582278481012656,3.0,3.0,3.0
166,Adaptive Delta,adaptive,0.5,3.0,"Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is an award-winning producing and general management company, based on Shaftesbury Avenue, in the heart of theatreland. We"," work from 7:30am - 12:30pm Monday, Wednesday and Friday. You'll be working with all of our team and there will be some wonderful discussions and strategic opportunities. The company aims to provide a great place for theatre professionals to live and work. The company has over 50,000 employees and a total of 1.2 million watch-in tickets. We are a great place to work. You'll be working with all of our team and there will be some wonderful discussions and strategic",99,74,0.7474747474747475,11.431099407757491,1.4619162413214889e-30,Watermarked,1.0,84,0.6071428571428571,0.7710843373493976,0.3928571428571429,1.8452281045913697,1.6180340051651,2.4200897216796875
167,No Watermark,,,,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the market put in a sixth straight year of gains. For Container Store Group , though, its first full year as a public"," company is only just beginning.

Why Container Store Group, and its parent company, Container Store (NYSE:CSGO), and its subsidiaries, are in trouble

Source: Bloomberg

The stakes are high for Container Store Group. The company has seen a series of strategic moves, most notably the acquisition of Container Store Inc. (NYSE:CSGO), which it achieved with $1.6 billion in debt in 2008. The deal was a step toward a possible sale of the company",99,23,0.23232323232323232,-0.4061811972299616,0.6576952657166102,Human/Unwatermarked,0.0,75,0.6666666666666666,0.9054054054054054,0.33333333333333337,,,
167,Fixed Delta 0.5,0.5,,,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the market put in a sixth straight year of gains. For Container Store Group , though, its first full year as a public"," company means it's in for a bumpy ride on the stock market.
In 2015, the company said it had $1.7 billion in cash on hand and had no plans for real loss. It is still dealing with a number of key debt issues, including a $200 million credit line that it’s been using to refinance its debt.
What is a ""bad-performing"" stock?
A bad-performing stock is a company's performance that is below the market",99,23,0.23232323232323232,-0.4061811972299616,0.6576952657166102,Human/Unwatermarked,0.0,78,0.6794871794871795,0.948051948051948,0.3205128205128205,0.5,0.5,0.5
167,Fixed Delta 1.0,1.0,,,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the market put in a sixth straight year of gains. For Container Store Group , though, its first full year as a public"," company means investors are clearly seeking a rebound. The recent performance, combined with strong earnings from the company (notably its stock price of $9) has kept the share price up significantly, but it is still too early to say what is coming. The company's current dividend payout ratio, which currently stands at 0.6%, is just one percentage point below its recent low of 0.5%.
Searching for the right stocks? Check out this free list of growing companies.
Keeping this",99,39,0.3939393939393939,3.307475463158259,0.00047070479296677613,Human/Unwatermarked,0.0,81,0.8271604938271605,1.0,0.1728395061728395,1.0,1.0,1.0
167,Fixed Delta 2.0,2.0,,,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the market put in a sixth straight year of gains. For Container Store Group , though, its first full year as a public"," company means investors would be surprised to learn that the growth in its bottom line is likely to continue. (The company had been in a slump, which began in 2012 and ended up hitting a low of $3.60 per share on a trading volume of 68.2 million shares.) It seems that Container Store’s bottom-line performance has finally turned into a positive one. The company posted net income of $14.7 million, or $0.97 per share, for the first",99,53,0.5353535353535354,6.556925040997952,2.7464302917418046e-11,Watermarked,0.9999999999725357,83,0.7710843373493976,0.9634146341463414,0.22891566265060237,2.0,2.0,2.0
167,Fixed Delta 3.0,3.0,,,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the market put in a sixth straight year of gains. For Container Store Group , though, its first full year as a public"," company means investors would be surprised by its success in 2015. The company has made some good moves since then, but it has yet to make any big strategic decisions that could help improve its profitability in 2015. The company has traded at current prices for years. A Value Index Fund (VTI), one of the largest fund managers in the United States, recently saw a notable rise in its daily price. The move shows an improvement in its strategies, which have benefited for years. However, the stocks that",99,79,0.797979797979798,12.59161711412881,1.17406494602355e-36,Watermarked,1.0,88,0.75,0.9310344827586207,0.25,3.0,3.0,3.0
167,Adaptive Delta,adaptive,0.5,3.0,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the market put in a sixth straight year of gains. For Container Store Group , though, its first full year as a public"," company means investors would be surprised to learn that the growth in its bottom line is likely to continue. (The company had been in a slump, which began in 2012 and ended up hitting a low of $3.60 per share on a trading volume of 68.2 million shares.) It seems that Container Store’s bottom-line performance has finally turned around. According to its own financial statements, its sales, net income, and operating income increased by more than 30% in the first half",99,55,0.5555555555555556,7.021132123546479,1.100388069780592e-12,Watermarked,0.9999999999988997,85,0.788235294117647,0.9880952380952381,0.21176470588235297,1.871556658744812,1.6180340051651,2.3486132621765137
168,No Watermark,,,,"The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number of female lawmakers in Congress. A viral Twitter thread from the Times’ design editor, Josh Crutchmer, includes a video of the covers",", featuring only female lawmakers.

The photo on the front of the Times’ desk features a portrait of the current representative and a photograph of her father, who served as both the first Democrat and the first female representative in Congress.

The portrait of Rep. Liz Cheney, the Republican vice-presidential candidate, is on display in the Times’ Washington bureau.

The Times’ photo of Cheney appears to have been taken during a meeting of the House Rules Committee this",99,36,0.36363636363636365,2.6111648393354674,0.004511719409040163,Human/Unwatermarked,0.0,78,0.6410256410256411,0.922077922077922,0.3589743589743589,,,
168,Fixed Delta 0.5,0.5,,,"The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number of female lawmakers in Congress. A viral Twitter thread from the Times’ design editor, Josh Crutchmer, includes a video of the covers",", featuring only female lawmakers.

The photo on the front of the Times’ desk features a photo of the current representative and a photograph of her father, who served as a U.S. ambassador to Canada. The photo is taken at a hotel in New York City. It shows Crutchmer’s father with a wall in the background, and his wife, with a blank face.

The picture appears to have been taken during the summer of 2016. The caption for",99,29,0.29292929292929293,0.9864400504156211,0.1619586099219501,Human/Unwatermarked,0.0,79,0.6835443037974683,0.9615384615384616,0.31645569620253167,0.5,0.5,0.5
168,Fixed Delta 1.0,1.0,,,"The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number of female lawmakers in Congress. A viral Twitter thread from the Times’ design editor, Josh Crutchmer, includes a video of the covers",", which are reminiscent of the magazine’s recent editorial, “The Wrong Kind of Woman,” in which the woman appears to be depicted in a hijab. Crutchmer’s version is even more striking: The cover is a portrait of a woman who has, in various ways, been deemed a hero in the past, and it’s a photo of a woman in a hijab.

The Times’ editorial also features a photo of a woman in a",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,75,0.5466666666666666,0.8513513513513513,0.45333333333333337,1.0,1.0,1.0
168,Fixed Delta 2.0,2.0,,,"The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number of female lawmakers in Congress. A viral Twitter thread from the Times’ design editor, Josh Crutchmer, includes a video of the covers",", which contains several portraits of the top members of the top three parties. The cover image shows an executive member of the top three parties: Democrat Joe Lieberman of Connecticut and Republican Susan Collins of Maine. The image is also taken at a Republican Party dinner, where Republican Rep. James Clyburn was among the guests’ hosts.

The Times’s recent editorial campaign on female lawmakers and their representation in Congress is worrying. A recent New Yorker op-ed called on New York’",99,63,0.6363636363636364,8.87796045374059,3.4048719575050004e-19,Watermarked,1.0,82,0.7195121951219512,0.9259259259259259,0.2804878048780488,2.0,2.0,2.0
168,Fixed Delta 3.0,3.0,,,"The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number of female lawmakers in Congress. A viral Twitter thread from the Times’ design editor, Josh Crutchmer, includes a video of the covers",", which contains several portraits of the top members of the top three minority lawmakers who are black: Reps. Alexandria Ocasio-Cortez, Ilhan Omar and Rashida Tlaib; Reps. Jerrold Nadler and Alexandria Ocasio-Cortez; Reps. Alexandria Ocasio-Cortez, Ayanna Pressley, Ilhan Omar, Ilhan Omar and Rashida Tlaib; Reps. Ilhan Omar, Ayanna Pressley, Ilhan",99,46,0.46464646464646464,4.932200252078106,4.0654247701977057e-07,Watermarked,0.999999593457523,52,0.5192307692307693,0.6862745098039216,0.4807692307692307,3.0,3.0,3.0
